token,label
tshul,I-AUTO
gyi,I-AUTO
'bras,I-AUTO
bu,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
phyogs,I-AUTO
dang,I-AUTO
pha,I-AUTO
rol,I-AUTO
tu,I-AUTO
phyin,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
dbang,I-AUTO
dang,I-AUTO
mngon,I-AUTO
par,I-AUTO
shes,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
sa,I-AUTO
dang,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa'i,I-AUTO
stobs,I-AUTO
dang,I-AUTO
/,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa'i,I-AUTO
mi,I-AUTO
'jigs,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
byang,I-AUTO
chub,I-AUTO
sems,I-AUTO
dpa'i,I-AUTO
gzungs,I-AUTO
dang,I-AUTO
ting,I-AUTO
nge,I-AUTO
'dzin,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
rnams,I-AUTO
so//,I-AUTO
thun,I-AUTO
mong,I-AUTO
ma,I-AUTO
yin,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
ni/,I-AUTO
de,I-AUTO
bzin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
stobs,I-AUTO
bcu,I-AUTO
dang,I-AUTO
/,I-AUTO
ma,I-AUTO
'dres,I-AUTO
pa,I-AUTO
bcwo,I-AUTO
brgya,I-AUTO
dang,I-AUTO
/,I-AUTO
mtshan,I-AUTO
dang,I-AUTO
dpe,I-AUTO
byad,I-AUTO
bzang,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
gzungs,I-AUTO
dang,I-AUTO
ting,I-AUTO
nge,I-AUTO
'dzin,I-AUTO
dang,I-AUTO
/,I-AUTO
thugs,I-AUTO
rje,I-AUTO
chen,I-AUTO
po,I-AUTO
sum,I-AUTO
cu,I-AUTO
rtsa,I-AUTO
gnyis,I-AUTO
dang,I-AUTO
/,I-AUTO
ma,I-AUTO
'dres,I-AUTO
pa'i,I-AUTO
dran,I-AUTO
pa,I-AUTO
nye,I-AUTO
bar,I-AUTO
gzhag,I-AUTO
pa,I-AUTO
gsum,I-AUTO
dang,I-AUTO
/,I-AUTO
bag,I-AUTO
chags,I-AUTO
kyi,I-AUTO
mtshams,I-AUTO
sbyor,I-AUTO
ba,I-AUTO
thams,I-AUTO
cad,I-AUTO
yongs,I-AUTO
su,I-AUTO
spangs,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
bsnyel,I-AUTO
ba,I-AUTO
mi,I-AUTO
mnga',I-AUTO
ba'i,I-AUTO
chos,I-AUTO
nyid,I-AUTO
dang,I-AUTO
/,I-AUTO
rnam,I-AUTO
pa,I-AUTO
thams,I-AUTO
cad,I-AUTO
mchog,I-AUTO
gi,I-AUTO
yi,I-AUTO
ge,I-AUTO
shes,I-AUTO
bya,I-AUTO
ba,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu,I-AUTO
ste/,I-AUTO
'di,I-AUTO
dag,I-AUTO
ni,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
rgya,I-AUTO
mtsho,I-AUTO
zhes,I-AUTO
bya,I-AUTO
ste/,I-AUTO
rgya,I-AUTO
mtsho,I-AUTO
ltar,I-AUTO
zab,I-AUTO
cing,I-AUTO
rgya,I-AUTO
che,I-AUTO
ba'i,I-AUTO
phyir,I-AUTO
dpag,I-AUTO
dang,I-AUTO
tshad,I-AUTO
las,I-AUTO
'das,I-AUTO
pa'o//,I-AUTO
de,I-AUTO
yang,I-AUTO
mdor,I-AUTO
bsdu,I-AUTO
na,I-AUTO
ni,I-AUTO
rnam,I-AUTO
pa,I-AUTO
bzhi,I-AUTO
yin,I-AUTO
te/,I-AUTO
shes,I-AUTO
par,I-AUTO
bya,I-AUTO
ba'i,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
ma,I-AUTO
lus,I-AUTO
par,I-AUTO
yongs,I-AUTO
su,I-AUTO
mkhyen,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
spang,I-AUTO
bar,I-AUTO
bya,I-AUTO
ba'i,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
ma,I-AUTO
lus,I-AUTO
par,I-AUTO
gtan,I-AUTO
du,I-AUTO
spangs,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
gnas,I-AUTO
sgyur,I-AUTO
par,I-AUTO
bya,I-AUTO
ba'i,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
phyin,I-AUTO
ci,I-AUTO
ma,I-AUTO
log,I-AUTO
par,I-AUTO
rtag,I-AUTO
tu,I-AUTO
gnas,I-AUTO
gyur,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
thob,I-AUTO
par,I-AUTO
bya,I-AUTO
ba'i,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
ma,I-AUTO
lus,I-AUTO
par,I-AUTO
rtag,I-AUTO
tu,I-AUTO
thob,I-AUTO
pa,I-AUTO
ste/,I-AUTO
'di,I-AUTO
lta,I-AUTO
bu'i,I-AUTO
tshul,I-AUTO
gyis,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
rgya,I-AUTO
mtsho,I-AUTO
mdor,I-AUTO
bsdu,I-AUTO
na,I-AUTO
rnam,I-AUTO
pa,I-AUTO
bzhi,I-AUTO
yin,I-AUTO
no//,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
kyi,I-AUTO
tshul,I-AUTO
las,I-AUTO
ni/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
rlabs,I-AUTO
chen,I-AUTO
po,I-AUTO
rnam,I-AUTO
pa,I-AUTO
gsum,I-AUTO
gsungs,I-AUTO
te/,I-AUTO
gsum,I-AUTO
gang,I-AUTO
zhe,I-AUTO
na/,I-AUTO
yongs,I-AUTO
la,I-AUTO
khyab,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
rtsis,I-AUTO
las,I-AUTO
'das,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
//,I-AUTO
mchog,I-AUTO
tu,I-AUTO
gyur,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
no//,I-AUTO
de,I-AUTO
la,I-AUTO
yongs,I-AUTO
la,I-AUTO
khyab,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
gang,I-AUTO
zhe,I-AUTO
na/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
ni/,I-AUTO
nam,I-AUTO
mkha'i,I-AUTO
dbyings,I-AUTO
kyi,I-AUTO
mtha',I-AUTO
klas,I-AUTO
pa/,I-AUTO
chos,I-AUTO
kyi,I-AUTO
dbyings,I-AUTO
kyi,I-AUTO
mur,I-AUTO
thug,I-AUTO
pa'i,I-AUTO
dag,I-AUTO
pa,I-AUTO
dang,I-AUTO
ma,I-AUTO
dag,I-AUTO
pa'i,I-AUTO
zhing,I-AUTO
khams,I-AUTO
dag,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
dag,I-AUTO
na,I-AUTO
gnas,I-AUTO
pa'i,I-AUTO
gang,I-AUTO
zag,I-AUTO
slob,I-AUTO
pa,I-AUTO
dang,I-AUTO
mi,I-AUTO
slob,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
gnyis,I-AUTO
ka,I-AUTO
min,I-AUTO
pas,I-AUTO
bsdus,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
rnams/,I-AUTO
ji,I-AUTO
ltar,I-AUTO
phung,I-AUTO
po,I-AUTO
dang,I-AUTO
khams,I-AUTO
dang,I-AUTO
skye,I-AUTO
mched,I-AUTO
dang,I-AUTO
rten,I-AUTO
cing,I-AUTO
'brel,I-AUTO
bar,I-AUTO
'byung,I-AUTO
ba,I-AUTO
nas/,I-AUTO
rnam,I-AUTO
pa,I-AUTO
thams,I-AUTO
cad,I-AUTO
mkhyen,I-AUTO
pa,I-AUTO
mchog,I-AUTO
gi,I-AUTO
ye,I-AUTO
shes,I-AUTO
dang,I-AUTO
/,I-AUTO
chos,I-AUTO
kyi,I-AUTO
dbyings,I-AUTO
dang,I-AUTO
yang,I-AUTO
dag,I-AUTO
pa'i,I-AUTO
mtha'i,I-AUTO
bar,I-AUTO
gyi,I-AUTO
chos,I-AUTO
rnams,I-AUTO
la,I-AUTO
ma,I-AUTO
khyab,I-AUTO
pa,I-AUTO
med,I-AUTO
pa,I-AUTO
ni,I-AUTO
yongs,I-AUTO
la,I-AUTO
khyab,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
yin,I-AUTO
te/,I-AUTO
de,I-AUTO
ji,I-AUTO
ltar,I-AUTO
khyab,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
ni,I-AUTO
mtshan,I-AUTO
bshad,I-AUTO
pa'i,I-AUTO
skabs,I-AUTO
su,I-AUTO
bshad,I-AUTO
pa,I-AUTO
lta,I-AUTO
bur,I-AUTO
shes,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
la,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
rtsis,I-AUTO
las,I-AUTO
'das,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
gang,I-AUTO
zhe,I-AUTO
na/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
sku'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
gsung,I-AUTO
dang,I-AUTO
/,I-AUTO
thugs,I-AUTO
dang,I-AUTO
/,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
phrin,I-AUTO
las,I-AUTO
kyi,I-AUTO
dbang,I-AUTO
gi,I-AUTO
sgo,I-AUTO
nas,I-AUTO
yon,I-AUTO
tan,I-AUTO
du,I-AUTO
gyur,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
rtsa,I-AUTO
ba,I-AUTO
re,I-AUTO
re,I-AUTO
la,I-AUTO
yang,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
cha,I-AUTO
lnga,I-AUTO
lnar,I-AUTO
phye,I-AUTO
bas,I-AUTO
sku,I-AUTO
lnga,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
gzhan,I-AUTO
la,I-AUTO
yang,I-AUTO
lnga,I-AUTO
lnga,I-AUTO
dang,I-AUTO
/,I-AUTO
lnga,I-AUTO
phrag,I-AUTO
gcig,I-AUTO
la,I-AUTO
yang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
rigs,I-AUTO
nyi,I-AUTO
shu,I-AUTO
rtsa,I-AUTO
lnga,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
rnams,I-AUTO
la,I-AUTO
yang,I-AUTO
snying,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
phyag,I-AUTO
rgya,I-AUTO
dang,I-AUTO
/,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
dang,I-AUTO
/,I-AUTO
rig,I-AUTO
sngags,I-AUTO
rnams,I-AUTO
kyi,I-AUTO
rigs,I-AUTO
kyis,I-AUTO
phye,I-AUTO
bas,I-AUTO
rigs,I-AUTO
brgya,I-AUTO
brgya,I-AUTO
ste/,I-AUTO
de,I-AUTO
dag,I-AUTO
la,I-AUTO
yang,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
phye,I-AUTO
bas/,I-AUTO
rigs,I-AUTO
'bum,I-AUTO
phrag,I-AUTO
brjod,I-AUTO
kyis,I-AUTO
phye,I-AUTO
bas,I-AUTO
rigs,I-AUTO
brgya,I-AUTO
brgya,I-AUTO
ste/,I-AUTO
de,I-AUTO
dag,I-AUTO
la,I-AUTO
yang,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
phye,I-AUTO
bas/,I-AUTO
rigs,I-AUTO
'bum,I-AUTO
phrag,I-AUTO
brjod,I-AUTO
kyis,I-AUTO
mi,I-AUTO
langs,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
grangs,I-AUTO
med,I-AUTO
pas,I-AUTO
rigs,I-AUTO
rgya,I-AUTO
mtsho,I-AUTO
zhes,I-AUTO
gsungs,I-AUTO
te/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
gzhan,I-AUTO
las/,I-AUTO
rigs,B-ALLO
ni,I-ALLO
mtha',I-ALLO
yas,I-ALLO
gsungs,I-ALLO
pa,I-ALLO
yang,I-ALLO
//,I-ALLO
rigs,I-ALLO
chen,I-ALLO
dag,I-ALLO
tu,I-ALLO
zad,I-ALLO
par,I-ALLO
'dus//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu,I-AUTO
ste/,I-AUTO
'dir,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
sangs,B-ALLO
rgyas,I-ALLO
thog,I-ALLO
ma,I-ALLO
tha,I-ALLO
ma,I-ALLO
med//,I-ALLO
dang,I-ALLO
po'i,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
gyu,I-ALLO
med,I-ALLO
pa//,I-ALLO
zhes,B-AUTO
so//,I-AUTO
rigs,I-AUTO
lnga,I-AUTO
dang,I-AUTO
drug,I-AUTO
dang,I-AUTO
mtha',I-AUTO
yas,I-AUTO
pa,I-AUTO
gsungs,I-AUTO
pa,I-AUTO
yang,I-AUTO
/,I-AUTO
'di,I-AUTO
nyid,I-AUTO
las/,I-AUTO
gsang,B-ALLO
sngags,I-ALLO
rigs,I-ALLO
chen,I-ALLO
thams,I-ALLO
cad,I-ALLO
dang,I-ALLO
//,I-ALLO
gsang,I-ALLO
sngags,I-ALLO
rig,I-ALLO
sngags,I-ALLO
'chang,I-ALLO
ba',I-ALLO
i,I-ALLO
rigs//,I-ALLO
'jig,I-ALLO
rten,I-ALLO
snang,I-ALLO
byed,I-ALLO
rigs,I-ALLO
chen,I-ALLO
dang,I-ALLO
//,I-ALLO
phyag,I-ALLO
rgya,I-ALLO
chen,I-ALLO
po'i,I-ALLO
rigs,I-ALLO
mchog,I-ALLO
dang,I-ALLO
//,I-ALLO
rigs,I-ALLO
chen,I-ALLO
gtsug,I-ALLO
tor,I-ALLO
cher,I-ALLO
gzigs,I-ALLO
nas//,I-ALLO
shes,B-AUTO
gsungs,I-AUTO
so//,I-AUTO
rdo,I-AUTO
rje'i,I-AUTO
rigs,I-AUTO
'ba',I-AUTO
zhig,I-AUTO
kyang,I-AUTO
mtha',I-AUTO
yas,I-AUTO
te/,I-AUTO
'di,I-AUTO
nyid,I-AUTO
las/,I-AUTO
zhu,I-AUTO
ba,I-AUTO
po,I-AUTO
rdo,I-AUTO
rje,I-AUTO
'dzin,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
skabs,I-AUTO
su/,I-AUTO
khro,B-ALLO
gnyer,I-ALLO
rim,I-ALLO
par,I-ALLO
ldan,I-ALLO
la,I-ALLO
sogs//,I-ALLO
lag,I-ALLO
na,I-ALLO
rdo,I-ALLO
rje,I-ALLO
mtha',I-ALLO
yas,I-ALLO
pa//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
rdo,B-ALLO
rje,I-ALLO
'jigs,I-ALLO
byed,I-ALLO
'jigs,I-ALLO
par,I-ALLO
byed//,I-ALLO
ces,B-AUTO
bya,I-AUTO
ba,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
rdo,I-AUTO
rje,I-AUTO
khro,I-AUTO
ba'i,I-AUTO
rigs,I-AUTO
sna,I-AUTO
tshogs,I-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
rigs,I-AUTO
gzhan,I-AUTO
la,I-AUTO
yang,I-AUTO
sbyar,I-AUTO
bar,I-AUTO
bya,I-AUTO
ste/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
sgo,I-AUTO
nas/,I-AUTO
'di,I-AUTO
nyid,I-AUTO
du,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
gtsug,B-ALLO
tor,I-ALLO
chen,I-ALLO
po,I-ALLO
rmad,I-ALLO
byung,I-ALLO
gtsug//,I-ALLO
nam,I-ALLO
mkha'i,I-ALLO
bdag,I-ALLO
po,I-ALLO
sna,I-ALLO
tshogs,I-ALLO
ston//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
padma'i,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
dbang,I-AUTO
du,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
sangs,B-ALLO
rgyas,I-ALLO
kun,I-ALLO
gyi,I-ALLO
snying,I-ALLO
po,I-ALLO
che//,I-ALLO
sprul,I-ALLO
pa'i,I-ALLO
'khor,I-ALLO
lo,I-ALLO
sna,I-ALLO
tshogs,I-ALLO
'chang,I-ALLO
//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
rin,I-AUTO
po,I-AUTO
che'i,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
dbang,I-AUTO
du,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
sangs,B-ALLO
rgyas,I-ALLO
kun,I-ALLO
gyi,I-ALLO
sprul,I-ALLO
pa'i,I-ALLO
sku//,I-ALLO
bye,I-ALLO
ba,I-ALLO
dpag,I-ALLO
med,I-ALLO
'gyed,I-ALLO
pa,I-ALLO
po//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
las,I-AUTO
kyi,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
dbang,I-AUTO
du,I-AUTO
byas,I-AUTO
te,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
sangs,B-ALLO
rgyas,I-ALLO
sprul,I-ALLO
pa'i,I-ALLO
rgyud,I-ALLO
'chang,I-ALLO
ba//,I-ALLO
phyogs,I-ALLO
bcur,I-ALLO
sprul,I-ALLO
pa,I-ALLO
sna,I-ALLO
tshogs,I-ALLO
'gyed//,I-ALLO
ces,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
'di,I-AUTO
lta,I-AUTO
bu'i,I-AUTO
che,I-AUTO
ba'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
yongs,I-AUTO
su,I-AUTO
bgrang,I-AUTO
ba,I-AUTO
las,I-AUTO
'das,I-AUTO
pa,I-AUTO
ni/,I-AUTO
rtsis,I-AUTO
las,I-AUTO
'das,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
zhes,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
la,I-AUTO
mchog,I-AUTO
tu,I-AUTO
gyur,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
gang,I-AUTO
zhe,I-AUTO
na/,I-AUTO
gang,I-AUTO
de,I-AUTO
la,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
ni/,I-AUTO
yongs,I-AUTO
su,I-AUTO
mthar,I-AUTO
phyin,I-AUTO
cing,I-AUTO
yongs,I-AUTO
su,I-AUTO
rdzogs,I-AUTO
pa/,I-AUTO
yongs,I-AUTO
su,I-AUTO
dag,I-AUTO
pa/,I-AUTO
phul,I-AUTO
du,I-AUTO
byung,I-AUTO
ba,I-AUTO
ste/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
di,I-AUTO
nyid,I-AUTO
du,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
dbyer,I-AUTO
mi,I-AUTO
phyed,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas/,I-AUTO
rdo,I-AUTO
rjes,I-AUTO
khyad,I-AUTO
par,I-AUTO
du,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
mnyam,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas/chen,I-AUTO
pos,I-AUTO
khyad,I-AUTO
par,I-AUTO
du,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
rab,I-AUTO
mchog,I-AUTO
dam,I-AUTO
pa,I-AUTO
bla,I-AUTO
na,I-AUTO
med,I-AUTO
pa,I-AUTO
zhes,I-AUTO
bya,I-AUTO
ba,I-AUTO
la,I-AUTO
sogs,I-AUTO
pas,I-AUTO
khyad,I-AUTO
par,I-AUTO
du,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
gtso,I-AUTO
bo,I-AUTO
dang,I-AUTO
/,I-AUTO
dbang,I-AUTO
phyug,I-AUTO
dang,I-AUTO
/,I-AUTO
bdag,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
rgyal,I-AUTO
po,I-AUTO
la,I-AUTO
sogs,I-AUTO
pas,I-AUTO
khyad,I-AUTO
par,I-AUTO
du,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
dang,I-AUTO
/,I-AUTO
gzhan,I-AUTO
yang,I-AUTO
mtha',I-AUTO
dag,I-AUTO
dang,I-AUTO
kun,I-AUTO
dang,I-AUTO
lus,I-AUTO
pa,I-AUTO
med,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
rtag,I-AUTO
tu,I-AUTO
la,I-AUTO
sogs,I-AUTO
pas,I-AUTO
khyad,I-AUTO
par,I-AUTO
du,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
du,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
mngon,I-AUTO
par,I-AUTO
brjod,I-AUTO
pa,I-AUTO
rnams,I-AUTO
te/,I-AUTO
'di,I-AUTO
ni,I-AUTO
mchog,I-AUTO
tu,I-AUTO
gyur,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
zhes,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
lta,I-AUTO
na,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
rlabs,I-AUTO
chen,I-AUTO
po,I-AUTO
rnam,I-AUTO
pa,I-AUTO
gsum,I-AUTO
po,I-AUTO
'di,I-AUTO
dag,I-AUTO
gis,I-AUTO
ni/,I-AUTO
de,I-AUTO
bzhin,I-AUTO
gshegs,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
thams,I-AUTO
cad,I-AUTO
bsdus,I-AUTO
par,I-AUTO
shes,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
mtshan,I-AUTO
yon,I-AUTO
tan,I-AUTO
gyi,I-AUTO
don,I-AUTO
du,I-AUTO
bltas,I-AUTO
te,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
rdzogs,I-AUTO
so//,I-AUTO
da,I-AUTO
ni,I-AUTO
mtshan,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
kyi,I-AUTO
don,I-AUTO
du,I-AUTO
bltas,I-AUTO
te,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
bstan,I-AUTO
par,I-AUTO
bya,I-AUTO
ste/,I-AUTO
de,I-AUTO
la,I-AUTO
'dir,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
bu'am,I-AUTO
rigs,I-AUTO
kyi,I-AUTO
bu,I-AUTO
mo,I-AUTO
gang,I-AUTO
la,I-AUTO
la,I-AUTO
dag,I-AUTO
thabs,I-AUTO
dang,I-AUTO
shes,I-AUTO
rab,I-AUTO
zab,I-AUTO
mo'i,I-AUTO
tshul,I-AUTO
la,I-AUTO
mos,I-AUTO
shing,I-AUTO
/,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
kyi,I-AUTO
sgo,I-AUTO
nas,I-AUTO
spyad,I-AUTO
pa,I-AUTO
spyod,I-AUTO
pa,I-AUTO
rig,I-AUTO
sngags,I-AUTO
dang,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
yongs,I-AUTO
su,I-AUTO
mnyes,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
sems,I-AUTO
can,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
don,I-AUTO
myur,I-AUTO
du,I-AUTO
bsgrub,I-AUTO
par,I-AUTO
'dod,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
yang,I-AUTO
dag,I-AUTO
par,I-AUTO
rdzogs,I-AUTO
pa'i,I-AUTO
byang,I-AUTO
chub,I-AUTO
myur,I-AUTO
du,I-AUTO
thob,I-AUTO
par,I-AUTO
bya,I-AUTO
ba,I-AUTO
la,I-AUTO
thabs,I-AUTO
mkhas,I-AUTO
pa'i,I-AUTO
spyod,I-AUTO
pas,I-AUTO
thabs,I-AUTO
dang,I-AUTO
shes,I-AUTO
rab,I-AUTO
dus,I-AUTO
gcig,I-AUTO
tu,I-AUTO
zung,I-AUTO
du,I-AUTO
'brel,I-AUTO
ba'i,I-AUTO
lam,I-AUTO
zab,I-AUTO
mo,I-AUTO
la,I-AUTO
sbyar,I-AUTO
bar,I-AUTO
'dod,I-AUTO
pa,I-AUTO
rnams,I-AUTO
kyis,I-AUTO
thog,I-AUTO
ma,I-AUTO
nyid,I-AUTO
du,I-AUTO
theg,I-AUTO
pa,I-AUTO
chen,I-AUTO
po,I-AUTO
ma,I-AUTO
nor,I-AUTO
bar,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
dge,I-AUTO
ba'i,I-AUTO
bshes,I-AUTO
gnyen,I-AUTO
gyis,I-AUTO
yongs,I-AUTO
su,I-AUTO
bzung,I-AUTO
ba,I-AUTO
dang,I-AUTO
/,I-AUTO
des,I-AUTO
bstan,I-AUTO
pa'i,I-AUTO
gsang,I-AUTO
ba'i,I-AUTO
dkyil,I-AUTO
